Policy Name,Application Type,Location,Location with Subfolders,File Name,Original File Name,File Name Compare As,Checksum Algorithm,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,Script File Name,Script Shortcut Name,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
"Usage of ""JIT new policy 04-Aug-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 04-Aug-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 04-Aug-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 04-Aug-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 04-Aug-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 04-Aug-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 04-Aug-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 04-Aug-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 04-Aug-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 04-Aug-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Executable,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Script,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",MSI/MSP Installation,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Microsoft Update (MSU),,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",COM Object,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File Name: '*',,,No,No,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Dynamic-Link Library,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Win App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accessibility, Keyboard, Mouse, Sound, Speech",,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Display, Colors, Fonts, Visual Effects",,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regional and Language Options,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and Time,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Backup & Restore,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Restore,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create a System Repair Disk,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add/Remove Programs and Windows Features,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Updates configuration,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Defragmenter,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Search Indexing Options,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Options,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Properties,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Options,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Firewall,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET Configuration,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application Server,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authorization Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Services,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Templates,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificates snap-in,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Device Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHCP Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Defragmenter,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distributed File System,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DNS Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Event Viewer,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fax Service Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File Server Management,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indexing Service,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Authentication Service,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Performance Monitor,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote Desktop,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Storage Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Storage Operator Requests,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resultant Set of Policy,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routing and Remote Access,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Services Configuration,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shared Folders,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server Configuration Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telephony,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminal Services,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Update Services,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Firewall,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Internet Naming Service (WINS),,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Management Instrumentation,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper-V Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add/Remove Printers,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Properties,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group Policy Editor,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Users and Groups,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Java Update,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",macOS Executable,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",macOS Package,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",macOS DMG,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""JIT new policy 09-Dec-22"" (macOS)",System Preferences Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Executable,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Script,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
"Usage of ""EPM Disable"" (Windows)",MSI/MSP Installation,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Microsoft Update (MSU),,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
"Usage of ""EPM Disable"" (Windows)",COM Object,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File Name: '*',,,No,No,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Dynamic-Link Library,,,*,,Wildcards,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Win App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accessibility, Keyboard, Mouse, Sound, Speech",,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Display, Colors, Fonts, Visual Effects",,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regional and Language Options,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and Time,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Backup & Restore,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Restore,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create a System Repair Disk,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add/Remove Programs and Windows Features,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Updates configuration,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Defragmenter,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Search Indexing Options,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Options,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Properties,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Options,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Firewall,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardware,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET Configuration,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application Server,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authorization Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Services,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificate Templates,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certificates snap-in,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Device Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHCP Manager,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Defragmenter,,,,,,,,,,,,,,,,,,,,,,No,
"Usage of ""EPM Disable"" (Windows)",Admin Tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disk Management,,,,,,,,,,,,,,,,,,,,,,No,
